category_list,funding_total_usd,country_code,funding_rounds,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC,label
Biotechnology|Health Care,126385000.0,USA,3,8,3565,12142,15707,1
Clean Technology,16424363.0,GBR,3,12,924,14216,15140,0
Information Technology,10720178.0,GBR,1,1,0,16224,16224,0
EdTech|Education|Entrepreneur|Technology,142367.0,ARG,3,5,92,15979,16071,0
Health Care,4710960.0,DNK,1,1,0,15779,15779,0
Audio|Entertainment|Music|Social Media|Social Media Platforms,5000000.0,SWE,2,2,462,16111,16573,0
Energy|Mining Technologies,25090000.0,IND,1,1,0,13969,13969,0
E-Commerce,25478613.0,USA,1,1,0,16302,16302,0
Business Services|Enterprises|Mobile|Networking|Telecommunications,31040000.0,CAN,3,8,1609,13216,14825,0
Hardware + Software|Television,1270000.0,SWE,1,1,0,13683,13683,0
Diagnostics|Health Care|Health Diagnostics|Medical Devices,25000.0,USA,3,3,1069,15380,16449,0
Health Care|Hospitals|Medical,13500000.0,USA,2,3,161,13697,13858,1
Mobile|Technology|Wireless,3033472.0,USA,2,2,457,15371,15828,0
Health Care,150000.0,USA,1,1,0,15478,15478,0
Medical|Medical Devices|Technology,32000000.0,USA,1,2,0,12424,12424,0
Clean Energy|Nanotechnology|Technology,25000000.0,USA,1,6,0,13493,13493,0
Enterprise Software,4045500.0,USA,3,1,1437,14739,16176,1
Biotechnology,113701127.0,USA,6,15,1969,13362,15331,1
Apps|Finance|Mobile|Sports,457282.0,USA,7,6,703,13879,14582,0
Consumer Electronics|Electronics|Manufacturing,60000000.0,USA,1,10,0,11645,11645,0
Enterprise Software|Security,13410901.0,USA,2,1,65,15343,15408,0
Logistics|Software|Storage|Supply Chain Management|Transportation,28500000.0,USA,2,3,1477,14152,15629,0
Analytics|Cloud Computing|Cloud Management|Networking|SaaS|Security|Virtualization,25000000.0,USA,2,3,1674,13787,15461,0
Software,1560000.0,IND,1,1,0,12808,12808,0
Mobile|Mobile Analytics,3000000.0,FRA,1,2,0,16447,16447,0
Semiconductors,20209960.0,BRA,2,2,1548,13346,14894,0
Domains|Internet|Ticketing,9280000.0,GBR,4,7,671,15400,16071,0
Software,4500000.0,USA,2,1,533,13769,14302,1
Career Management|Software,25305000.0,USA,4,4,1915,13042,14957,1
Software,3020000.0,USA,3,4,743,15126,15869,0
Biotechnology,138581610.0,USA,5,4,3326,12677,16003,0
Credit Cards|Fraud Detection|Security,7131124.0,USA,3,1,700,14033,14733,1
Health Care,13793098.0,USA,3,5,943,14671,15614,1
Health and Wellness|Health Care|Services,58500000.0,USA,2,2,159,16549,16708,0
News,7380000.0,USA,2,2,243,14426,14669,0
Security,30000000.0,USA,1,2,0,15379,15379,0
Health Care,46900000.0,USA,1,1,0,15718,15718,0
Advertising|Distribution|Mobile|Sales and Marketing|Social Media,24250000.0,USA,3,5,1520,13459,14979,0
Business Services|Customer Service|Services,1300000.0,USA,1,1,0,15431,15431,0
Accounting|Advice|Finance|Software,80157014.0,GBR,1,1,0,15063,15063,0
Enterprise Software,45000000.0,USA,2,2,0,15779,15779,0
Computers|Internet|Networking,16000000.0,USA,1,8,0,11562,11562,0
Clean Technology,4500000.0,USA,1,1,0,16769,16769,0
Financial Services|Nonprofits|Social Fundraising,23000000.0,USA,2,2,202,15315,15517,0
Aerospace|Manufacturing|New Product Development,2000000.0,USA,1,9,0,16440,16440,0
Advertising|Internet|Services,5500000.0,USA,3,9,3147,9648,12795,0
Analytics|Career Management|Recruiting|Social Recruiting,90000.0,USA,2,3,67,15492,15559,0
Biotechnology|Medical,35000000.0,USA,1,4,0,13626,13626,1
Development Platforms|Health Care|Software,5000000.0,USA,1,1,0,12620,12620,1
Hardware + Software,10000000.0,USA,1,3,0,13545,13545,1
Semiconductors,33331814.0,USA,3,1,1280,14867,16147,0
Health and Wellness|Health Care|Healthcare Services,96244444.0,USA,6,9,3087,13545,16632,0
3D|Social Media|Technology,20600000.0,USA,2,5,156,16237,16393,0
Consulting,4000000.0,USA,1,1,0,13236,13236,1
Big Data Analytics|Health Care Information Technology|SaaS,150000.0,USA,1,1,0,16253,16253,0
B2B|Cloud Computing|Enterprises|Health and Wellness|Health Care|Network Security|SaaS,158000.0,USA,2,2,382,15918,16300,0
Cloud Computing|SaaS,8500000.0,JPN,2,6,573,15826,16399,0
Credit|Finance|Financial Services|Personal Finance,34072000.0,USA,4,12,1300,12639,13939,0
Colleges|Education|Recruiting,150000.0,USA,2,2,127,15831,15958,0
Software,5500000.0,USA,1,1,0,16533,16533,0
Medical Devices,15470704.0,USA,2,1,1590,14914,16504,0
Enterprise Software,32000000.0,USA,2,2,1390,14644,16034,0
Software,3315000.0,USA,1,1,0,14063,14063,0
Biotechnology,6650000.0,USA,2,3,2181,13665,15846,0
Health and Wellness,1495000.0,USA,2,2,248,16514,16762,0
Information Technology,1000000.0,USA,1,1,0,16616,16616,0
Health Care|Hospitals,6700000.0,USA,1,1,0,15126,15126,0
Biotechnology,110640466.0,USA,9,28,3759,12188,15947,1
Mobile|Mobile Payments|Mobile Security|Security,12050000.0,SWE,4,6,1637,13879,15516,0
Health Care|Health Diagnostics,6321095.0,GBR,1,2,0,15232,15232,0
Internet Radio Market,2500000.0,USA,1,1,0,16318,16318,0
Real Estate,67000000.0,USA,4,5,233,15685,15918,0
Software,2100000.0,USA,1,1,0,12849,12849,0
Biotechnology,32655000.0,USA,8,17,2058,12843,14901,0
Hardware + Software,329695.0,GBR,1,1,0,15572,15572,0
Mobile|Networking|Telecommunications,15000000.0,IRL,1,3,0,16337,16337,0
Security,8198838.0,USA,4,2,2299,14061,16360,1
Hardware + Software,30500000.0,USA,2,2,921,15183,16104,0
Information Technology,25000.0,USA,1,1,0,13462,13462,0
Consumer Goods|Content Delivery|Logistics,3715000.0,NGA,2,3,397,16085,16482,0
Public Relations,5000000.0,USA,1,8,0,13514,13514,0
Health and Wellness|Health Care|Health Care Information Technology|mHealth|Predictive Analytics,145562.0,IRL,2,3,280,15765,16045,0
Advertising,24980307.0,USA,6,14,2198,14092,16290,0
Biotechnology,30000000.0,USA,1,2,0,16748,16748,0
Education|Mobile Commerce|Technical Continuing Education,4700000.0,USA,2,4,716,15993,16709,0
Education|Online Education|Services,4000000.0,USA,1,1,0,16576,16576,0
Biotechnology|Health Care,93654902.0,USA,5,1,1487,14571,16058,1
Security,2090000.0,USA,1,1,0,14253,14253,0
Health Care,600000.0,USA,1,1,0,15925,15925,0
Semiconductors,4880000.0,CAN,1,2,0,13663,13663,0
Health Care,41250.0,HKG,1,1,0,16252,16252,0
Biotechnology,151250000.0,USA,6,3,1458,14457,15915,0
Enterprise Software,5280000.0,USA,1,3,0,12985,12985,1
Advertising|Classifieds,30000.0,BRA,1,1,0,14245,14245,0
Biotechnology|Health Care,116605707.0,USA,4,20,3155,12631,15786,1
Clean Technology,54300000.0,USA,3,13,1462,14525,15987,0
Finance,5000000.0,USA,1,1,0,14292,14292,0
E-Commerce|Gift Card|Home & Garden|Kids|Lifestyle|Retail|Travel,13274403.0,GBR,3,6,1522,14730,16252,0
Brand Marketing|Finance|P2P Money Transfer,12500000.0,USA,1,1,0,15419,15419,0
Finance Technology,50000.0,USA,1,1,0,16282,16282,0
Software,150000.0,USA,1,1,0,14739,14739,0
Software,13600000.0,USA,2,3,1097,12621,13718,0
Career Management|Education|Human Resources,100000.0,NLD,1,1,0,16035,16035,0
Employer Benefits Programs|Incentives|Services|Software,52422326.0,USA,5,15,1399,13846,15245,1
Enterprise Software,2500000.0,GBR,1,2,0,13887,13887,0
Biotechnology|Health Care,91100000.0,USA,2,15,3124,11715,14839,1
Semiconductors,135776263.0,USA,5,12,2268,13536,15804,0
Biotechnology,9599860.0,USA,3,1,2427,13757,16184,1
Social Media|Storage|Video Streaming|Web Hosting,28000000.0,USA,3,8,1034,13483,14517,1
Software,9500000.0,USA,1,1,0,11474,11474,1
Mobile,100000000.0,IND,1,3,0,14887,14887,1
Biotechnology,82000000.0,USA,3,15,1050,15637,16687,1
Consulting,8000000.0,USA,1,2,0,16001,16001,0
Telecommunications|Web Hosting,38247779.0,USA,2,2,2775,11603,14378,1
Biotechnology,40000000.0,USA,1,4,0,12542,12542,0
E-Commerce,18800000.0,THA,3,13,508,16058,16566,0
Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,7300000.0,USA,1,5,0,15860,15860,1
Hardware + Software,1998000.0,DNK,3,3,1160,13145,14305,0
Software,592000.0,GBR,1,1,0,13165,13165,0
Software,75000000.0,USA,3,15,1125,12193,13318,1
Agriculture|Analytics|Coffee,20000.0,USA,1,1,0,15431,15431,0
Biotechnology|Health Care,76800000.0,USA,3,8,1289,12192,13481,1
Advertising,43000000.0,CHN,2,2,455,13149,13604,1
Apps|Finance|FinTech|Mobile|Technology,31960000.0,USA,4,12,1048,15492,16540,0
Clean Technology,976865.0,GBR,1,1,0,15773,15773,0
Clean Technology,15000000.0,USA,4,7,1336,14916,16252,0
Mobile|Networking,808211.0,GBR,1,3,0,16006,16006,0
Curated Web,40000.0,USA,1,1,0,15712,15712,1
Content|Enterprise Software|Social Media|Software|Web CMS,173500000.0,USA,8,26,2858,13848,16706,0
Advertising Platforms|Software,12100000.0,CAN,3,4,898,15202,16100,0
Fitness|Health and Wellness,130000.0,USA,1,1,0,15503,15503,0
Finance,20000000.0,USA,1,1,0,14638,14638,0
EdTech|Education,9750000.0,USA,1,4,0,16644,16644,0
Flash Storage|Homeland Security|Storage|Web Hosting,11000000.0,SGP,1,2,0,12418,12418,0
Sports,215000.0,USA,1,1,0,13330,13330,0
E-Commerce,26239014.372048497,GBR,2,2,575,16131,16706,0
Internet Service Providers|Networking,500000000.0,IND,1,1,0,16617,16617,0
Biotechnology|Health and Wellness|Medical|Pharmaceuticals,26980000.0,USA,6,1,766,14005,14771,0
Software,8400000.0,USA,1,1,0,16637,16637,0
CRM|Marketing Automation|Software,72500000.0,USA,5,16,1327,14848,16175,0
Data Integration|Enterprises|Real Time,25000000.0,USA,1,5,0,11542,11542,1
Batteries|Clean Technology|Search,9800000.0,USA,3,5,890,14082,14972,1
Internet|Software|Web Hosting,113616859.0,USA,8,44,4401,11479,15880,0
Software,43600000.0,USA,3,12,4562,12006,16568,0
Information Security|Software,100000.0,ISR,1,1,0,16566,16566,0
Enterprise Software|Information Services|Information Technology,207500000.0,USA,6,19,1640,14512,16152,0
Telecommunications,25000000.0,FRA,1,7,0,16602,16602,0
Software,3759300.0,FRA,1,1,0,13347,13347,0
Biotechnology,15600000.0,USA,2,3,1135,12901,14036,1
Audio|Information Technology|Media|Messaging|Video,790398.0,DNK,1,1,0,15601,15601,0
Biotechnology,600000.0,USA,2,2,1434,14323,15757,0
Contact Management|Web Design,20000000.0,USA,2,1,545,11322,11867,0
Collectibles|Entertainment|Games|Toys,100000.0,USA,2,3,61,15218,15279,0
Application Platforms|Professional Services|Project Management,242563.0,SVK,1,1,0,16436,16436,0
Cloud Computing|Consulting|Search|Software,10150000.0,USA,2,1,204,15266,15470,0
Advertising,1000000.0,DEU,1,1,0,13185,13185,0
Advertising|Business Development,400000.0,ISR,1,1,0,8955,8955,0
Mobile,58200000.0,USA,5,11,2617,11078,13695,1
Application Performance Monitoring|Business Services|Reviews and Recommendations|Software,500000.0,DNK,1,1,0,16079,16079,0
Hardware|Hardware + Software|Semiconductors,80000000.0,CHN,1,6,0,13042,13042,1
Enterprise Software,1604278.0,CHN,1,1,0,15675,15675,0
Facebook Applications|Finance|Social Fundraising,1700000.0,USA,1,4,0,16477,16477,0
Mobile,5000000.0,USA,2,9,564,15400,15964,0
Email|Marketing Automation|Software,900000.0,BEL,1,2,0,11292,11292,0
Software,25000000.0,USA,1,1,0,14629,14629,0
Software,2310008.0,GBR,2,3,2215,13578,15793,0
Biotechnology,22585000.0,DEU,2,10,453,14568,15021,1
Fitness|Medical|Training,25000.0,USA,4,4,590,15380,15970,0
Health Care,950000.0,USA,3,2,1270,15345,16615,0
Software,13360000.0,FRA,2,4,1036,13094,14130,0
Software,1120000.0,NOR,1,1,0,13881,13881,0
Enterprise Software,22500000.0,USA,5,6,2242,12631,14873,0
Advertising,35000000.0,USA,1,1,0,15924,15924,0
Advertising,11500000.0,CHN,2,2,1216,12784,14000,0
Software,10823112.0,USA,3,8,578,15737,16315,0
Electronics|Manufacturing|Mechanical Solutions,2000000.0,USA,1,1,0,13714,13714,0
Software,28000.0,USA,1,1,0,15522,15522,0
Semiconductors,6000000.0,USA,1,1,0,15140,15140,0
Enterprise Software,16400000.0,USA,4,3,1029,14551,15580,0
Cloud Computing,190000.0,RUS,2,2,0,15874,15874,0
Cloud Computing,1054991.0,FRA,1,3,0,16311,16311,0
Curated Web|Entertainment|Facebook Applications|Gift Card|Private Social Networking|Social Commerce|Social Network Media,20000.0,UKR,1,1,0,15355,15355,0
Information Technology|SaaS|Visualization,3000000.0,USA,1,2,0,12739,12739,0
Financial Services,4099999.0,USA,1,3,0,16274,16274,0
Biotechnology,925000.0,USA,3,1,1122,14719,15841,0
Software,214208700.0,USA,10,37,3754,10835,14589,1
Finance,13250001.0,USA,2,3,438,15236,15674,0
Real Estate,2750000.0,USA,1,1,0,13899,13899,0
Software|Web Development,2000000.0,USA,1,4,0,11485,11485,0
Mobile Security|Security|Software,680000.0,USA,2,1,241,14677,14918,0
Health Care,10000000.0,ISR,2,5,801,13830,14631,1
Biotechnology|Health Diagnostics,805000.0,GBR,1,2,0,15048,15048,1
Advertising|B2B|Consumer Internet|Internet|Marketplaces,185000.0,USA,2,3,790,15553,16343,0
Education,2200000.0,USA,2,2,936,15379,16315,0
Mobile,4275852.0,SWE,2,3,448,15142,15590,0
Biotechnology|Clinical Trials|Pharmaceuticals,30204758.8708734,BEL,2,6,156,13552,13708,1
Biotechnology,36700005.0,USA,4,1,1252,14594,15846,1
Business Services|Technology,28000000.0,USA,3,10,570,11915,12485,1
Advertising|Direct Marketing|Social CRM|Social Media,2574004.0,SGP,2,2,1188,14846,16034,1
Analytics|Information Technology|Software|Supply Chain Management,6061005.0,GBR,1,1,0,16029,16029,0
Health Care,550000.0,USA,2,2,933,15273,16206,0
Hardware + Software,150000.0,USA,1,1,0,15405,15405,0
Advertising|Big Data Analytics|Broadcasting|Cloud Computing|Digital Media|Enterprise Software|SaaS|Video Streaming,3750000.0,ISR,3,3,822,14153,14975,0
Biotechnology,2670394.0,USA,2,2,187,16082,16269,0
Manufacturing|Retail,45400000.0,BRA,1,1,0,14589,14589,0
Health Care,104000000.0,USA,4,21,2787,13529,16316,0
Health Care,1067275.0,GBR,2,3,335,14812,15147,0
Health Care|Pharmaceuticals|Technology,15000000.0,USA,1,6,0,12698,12698,1
Ad Targeting|Advertising,3000000.0,USA,1,1,0,15904,15904,0
Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,23300000.0,USA,4,8,1813,14551,16364,0
E-Commerce,93000000.0,USA,3,9,839,14963,15802,0
Biotechnology|Health Diagnostics,2200000.0,USA,2,1,2463,13377,15840,0
Manufacturing,18100000.0,USA,2,1,1196,14035,15231,0
Services,25000.0,USA,1,1,0,16395,16395,0
Analytics|Big Data|Databases|Software|Storage,10563501.0,GBR,3,10,1176,14426,15602,0
Health Care,10000000.0,USA,3,3,1107,15187,16294,0
Medical|Pharmaceuticals|Service Providers,27000000.0,USA,1,2,0,11409,11409,0
Biotechnology,63176464.0,USA,5,5,1149,15194,16343,0
Biotechnology,6400000.0,USA,2,4,510,14985,15495,0
Contact Management|iPhone|Mobile|Telephony,2000000.0,USA,2,13,368,15631,15999,0
Advertising|Mobile,17600000.0,USA,3,6,1117,12784,13901,1
Analytics|Customer Service|Lead Management|Mobile,7706593.0,GBR,6,14,1604,13213,14817,0
Social Media,7500000.0,USA,3,7,1311,14537,15848,0
Advertising,1550000.0,USA,2,1,261,14116,14377,1
Health Care|Medical|Technology,8900000.0,USA,1,3,0,12093,12093,0
Advertising|Email Marketing|Software,175000.0,USA,2,1,153,16024,16177,0
Advertising|Television,99234.0,GBR,1,1,0,16071,16071,0
Games|Online Gaming,9000000.0,DEU,1,2,0,16406,16406,1
Advertising,1185000.0,USA,3,4,463,16099,16562,0
Design|Engineering Firms|Technology,8000000.0,MEX,1,3,0,16412,16412,0
Marketing Automation|Monetization|Software,1600000.0,USA,1,3,0,16640,16640,0
Cloud Computing|Enterprises|Security,49500000.0,USA,3,9,864,15675,16539,1
Biotechnology,3007428.34801961,AUS,1,1,0,14967,14967,0
Material Science|Mechanical Solutions|Nanotechnology,1038955.0,IRL,2,2,428,15949,16377,0
Nanotechnology,8206660.0,USA,6,3,1650,14881,16531,0
Health Care,82000000.0,USA,4,5,1614,12904,14518,1
Advertising|Auctions|Television|Video,48500000.0,USA,5,10,1516,13545,15061,1
Enterprise Software,46168126.0,GBR,1,1,0,15251,15251,0
Advertising,13200000.0,USA,4,14,637,14832,15469,0
Advertising,10000000.0,USA,1,2,0,12946,12946,1
Internet|Mobile|Semiconductors,5954000.0,USA,3,2,1542,14544,16086,0
Biotechnology,107500000.0,GBR,2,13,183,16155,16338,1
Software,777729.0,GBR,1,1,0,15516,15516,0
Bio-Pharm|Biotechnology|Health Care,401499480.0,USA,5,5,601,15961,16562,0
Cloud Management|Enterprise Software,22999999.0,USA,3,4,1213,14866,16079,0
Analytics|Business Analytics|Cloud Data Services|Software,176275000.0,USA,7,26,4320,12296,16616,0
Clean Technology,3750000.0,USA,1,1,0,14060,14060,0
Business Intelligence|Cloud Computing|Financial Services,22500000.0,USA,3,9,858,13042,13900,0
Entertainment|Games|Reviews and Recommendations|Semantic Web,24020000.0,USA,4,10,1786,13564,15350,1
Mobile|Security|Telecommunications,19670000.0,IRL,2,5,415,13258,13673,0
Big Data|Big Data Analytics|Enterprise Software|Machine Learning|Oil and Gas|Oil & Gas|Optimization|SaaS|Software,800000.0,USA,2,2,395,16222,16617,0
Enterprise Software,24845955.0,USA,6,9,1157,14552,15709,1
Collaboration|Enterprises|Software,30000000.0,USA,6,17,1954,13852,15806,0
Cloud Computing|Software,2400000.0,USA,1,1,0,16105,16105,0
Advertising,67115160.0,USA,5,15,3493,13199,16692,0
Biotechnology|Health Diagnostics,7250000.0,USA,4,5,533,15812,16345,0
Application Platforms|Cloud Computing|Information Technology|Visualization,2500000.0,DEU,1,3,0,16645,16645,0
Analytics|Big Data,13000000.0,USA,1,3,0,16289,16289,0
Finance|FinTech,20000000.0,USA,1,1,0,13698,13698,0
Advertising,150000.0,USA,1,1,0,16255,16255,0
Assisitive Technology|Universities,1300000.0,USA,1,3,0,16346,16346,0
Advertising|Enterprise Software|Marketing Automation|Mobile,9000000.0,GBR,3,11,465,15675,16140,0
Advertising|Auctions|Publishing,40400000.0,USA,4,5,2799,12662,15461,1
Biotechnology,120000000.0,CHE,2,4,686,15994,16680,0
Advertising|Media|Technology,6500000.0,USA,2,21,365,15645,16010,0
Advertising,2000000.0,RUS,1,1,0,16050,16050,0
Advertising|Displays|Location Based Services|Mobile|Mobile Software Tools|News|Sales and Marketing,2940000.0,CAN,1,1,0,14041,14041,1
Advertising,119191000.0,USA,7,12,2415,12823,15238,1
Advertising,10000000.0,CHN,3,11,992,14042,15034,1
Ad Targeting|Advertising|Entertainment,114000000.0,USA,3,4,1559,13544,15103,1
Fitness|Health and Wellness|Health Care|Personal Health|Software,1800000.0,USA,1,1,0,16164,16164,0
Finance|SaaS,65839694.0,USA,3,23,1062,15140,16202,0
Biotechnology,2842048.0,CHE,1,1,0,16503,16503,1
Mobile|Mobility|Transportation,4160600.0,ESP,2,3,104,15602,15706,0
Health Care,6800000.0,USA,3,5,352,16218,16570,0
Automotive,14350000.0,USA,4,6,2583,13369,15952,0
Enterprise Search|Search,650000.0,FIN,1,1,0,16016,16016,0
Advertising|Analytics|Big Data|File Sharing|Mobile Social|Social Media,73000000.0,USA,7,25,3045,13269,16314,0
Advertising|Apps|Sales and Marketing|Technology,500000.0,LTU,1,1,0,15862,15862,0
Enterprise Software,2729000.0,USA,2,16,70,15840,15910,0
E-Commerce|Gift Card|Online Shopping,1800000.0,DNK,1,1,0,16037,16037,0
Consulting,5000000.0,USA,1,1,0,13514,13514,1
Coupons|E-Commerce,1500000.0,USA,2,11,174,15034,15208,0
Advertising|Sales and Marketing|Software,3100000.0,USA,1,5,0,13180,13180,1
Advertising|Analytics|Mobile|Real Time,2000000.0,USA,1,1,0,16294,16294,0
Advertising|Media|Mobile|Optimization,23000000.0,USA,3,7,1009,15412,16421,0
Biotechnology,787000.0,SWE,1,5,0,14775,14775,0
Software,13463445.0,FRA,3,5,1579,15015,16594,0
Mobile,29758289.0,CAN,2,2,132,14671,14803,1
Enterprise Software,1015000.0,USA,2,2,31,15614,15645,1
Advertising|Optimization|SaaS|Software,1800000.0,USA,2,8,181,16064,16245,0
Software,6000000.0,USA,1,1,0,14907,14907,0
Semiconductors,56381909.0,USA,7,7,2331,14358,16689,1
Advertising|Android|iOS,2000000.0,USA,1,1,0,15135,15135,0
Ad Targeting|Advertising|Application Platforms,5100000.0,USA,2,6,247,13879,14126,0
Advertising,5500000.0,USA,2,3,659,13320,13979,0
Advertising|Media|Outdoors,20118.0,GBR,1,1,0,15396,15396,0
Advertising,944823.0,CAN,3,1,1497,13879,15376,0
Advertising|Internet|Media|Software,5500000.0,DNK,2,2,1586,14615,16201,0
Advertising|Classifieds|Cloud Computing|Real Time,328000.0,USA,4,3,567,15602,16169,0
Advertising,5300000.0,USA,2,2,313,13965,14278,0
Advertising,470000.0,USA,2,6,310,14730,15040,1
Advertising|All Markets|Audio|Creative|Design|Image Recognition|Video,81874.0,CAN,1,1,0,14245,14245,0
Analytics|Mobile|Technology,1400000.0,USA,1,9,0,16757,16757,0
Health Care|Medical Devices,2350000.0,USA,2,1,1086,15174,16260,0
Biotechnology,3500000.0,USA,2,1,3646,12390,16036,0
Automated Kiosk|Finance|Financial Services,30000.0,USA,2,3,59,16436,16495,0
Classifieds|Curated Web|Video,10000.0,IND,1,1,0,13695,13695,0
Biotechnology,23000000.0,USA,1,9,0,13020,13020,1
Facebook Applications|Games,2539200.0,FRA,1,1,0,15657,15657,0
Advertising|Mobile,1500000.0,ISR,1,1,0,16010,16010,0
Advertising,27000000.0,USA,2,6,260,13361,13621,1
Ad Targeting|Advertising|Advertising Platforms,2200000.0,FRA,2,11,654,15698,16352,0
Fashion,40000.0,CHL,1,1,0,16222,16222,0
Advertising|Coupons|Local Advertising|Local Based Services|Network Security,100000.0,USA,2,8,67,15156,15223,1
Biotechnology,45282384.0,USA,9,16,1723,13710,15433,0
Advertising|Internet|Publishing,34623.0,DEU,2,2,62,16191,16253,0
Mobile,1600000.0,JPN,1,3,0,15890,15890,0
Advertising|Enterprise Software|SaaS,9372811.67632733,GBR,2,3,734,15463,16197,0
Travel,355000.0,USA,3,8,455,14245,14700,0
Advertising|Advertising Platforms|Mobile Advertising,1000000.0,USA,1,1,0,16467,16467,0
